"Symbol","Name","Sector","Industry","PE_Ratio","PEG_Ratio","Price_to_Book","Price_to_Sales","EV_to_EBITDA","EV_to_Revenue","Profit_Margin","Operating_Margin","Return_on_Assets","Return_on_Equity","Revenue_Growth_YOY","EPS_Growth_YOY","Current_Ratio","Debt_to_Equity","Interest_Coverage","Dividend_Yield","Dividend_Per_Share","Dividend_Payout_Ratio","Beta","Fifty_Two_Week_High","Fifty_Two_Week_Low","Market_Cap","EBITDA","Revenue_TTM"
"JKHY","Jack Henry & Associates Inc","TECHNOLOGY","SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN",31.62,2.74,6.49,5.64,17.35,5.69,0.178,0.214,0.113,0.219,0.052,0.063,NA,NA,NA,0.0132,2.2,NA,0.655,196,155.5,12817602000,577065000,2273303000
"J","Jacobs Solutions Inc.","REAL ESTATE & CONSTRUCTION","HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS",33.35,1.301,3.557,1.287,13.64,1.385,0.053,0.0777,0.0455,0.0817,0.044,-0.092,NA,NA,NA,0.0107,1.16,NA,0.766,150.17,92.18,14956496000,1243114000,11623670000
"JNJ","Johnson & Johnson","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS",28.12,1.105,5.49,4.417,16.32,4.554,0.158,0.181,0.0813,0.201,0.053,-0.034,NA,NA,NA,0.0304,4.91,NA,0.463,169.99,138.68,3.92348e+11,29940001000,88820998000
"JCI","Johnson Controls International PLC","TRADE & SERVICES","SERVICES-MISCELLANEOUS BUSINESS SERVICES",37.39,1.279,3.307,2.269,22.11,2.647,0.0755,0.0971,0.0369,0.0818,0.042,0.152,NA,NA,NA,0.0186,1.48,NA,1.335,91.14,58.94,52580073000,3.343e+09,23168999000
"JPM","JPMorgan Chase & Co","FINANCE","NATIONAL COMMERCIAL BANKS",11.77,6.12,1.939,3.897,NA,5.22,0.351,0.43,0.0148,0.174,0.13,0.582,NA,NA,NA,0.0222,4.8,NA,1.09,280.25,176.22,6.49928e+11,NA,1.66775e+11
"JNPR","Juniper Networks Inc","TECHNOLOGY","COMPUTER COMMUNICATIONS EQUIPMENT",41.58,1.185,2.49,2.348,22.9,2.421,0.0567,0.126,0.0233,0.0621,0.029,0.251,NA,NA,NA,0.0247,0.88,NA,0.852,39.31,33.48,11914875000,520700000,5073600000
"K","Kellanova","MANUFACTURING","GRAIN MILL PRODUCTS",21.19,1.669,7.52,2.227,14.59,2.67,0.105,0.177,0.0829,0.374,-0.016,12.89,NA,NA,NA,0.0277,2.26,NA,0.326,83.22,51.81,28387113000,2.439e+09,1.2749e+10
"KVUE","Kenvue Inc.","LIFE SCIENCES","PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",42.24,2.371,4.582,2.821,21.05,3.361,0.0667,0.234,0.0688,0.0987,-0.001,-0.104,NA,NA,NA,0.0359,0.81,NA,NA,24.36,17.18,43595383000,3.565e+09,1.5455e+10
"KDP","Keurig Dr Pepper Inc","MANUFACTURING","BEVERAGES",31.99,2.392,1.879,2.969,18.43,4.06,0.0939,0.213,0.0402,0.0577,0.053,0.216,NA,NA,NA,0.0278,0.89,NA,0.627,37.77,28.04,45573231000,4.129e+09,1.5351e+10
"KEY","KeyCorp","FINANCE","NATIONAL COMMERCIAL BANKS",NA,1.007,1.068,4.088,NA,7.62,-0.038,-0.473,-9e-04,-0.0099,-0.429,-0.073,NA,NA,NA,0.0541,0.82,NA,1.25,19.59,12.65,17328282000,NA,4.239e+09
"NOW","ServiceNow Inc","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",123.44,1.906,18.14,15.87,73.49,15.56,0.13,0.138,0.0462,0.165,0.213,0.296,NA,NA,NA,NA,NA,NA,1.034,1198.09,637.99,174343176000,1.961e+09,10983999000
"F","Ford Motor Company","MANUFACTURING","MOTOR VEHICLES & PASSENGER CAR BODIES",6.66,3.111,0.86,0.208,11.31,0.871,0.0318,0.019,0.0116,0.135,0.049,-0.265,NA,NA,NA,0.0787,0.6,NA,1.607,13.97,8.81,38564368000,1.1067e+10,184992006000
"PARA","Paramount Global Class B","TECHNOLOGY","TELEVISION BROADCASTING STATIONS",NA,0.633,0.48,0.284,23.71,0.725,-0.212,0.0267,0.0317,-0.309,0.045,79.88,NA,NA,NA,0.0172,0.2,NA,1.624,14.34,9.45,8292710000,2.917e+09,2.9213e+10
"LYB","LyondellBasell Industries NV","LIFE SCIENCES","INDUSTRIAL ORGANIC CHEMICALS",17.91,1.356,1.925,0.595,9.3,0.832,0.0338,0.0295,0.0472,0.106,-0.044,-0.236,NA,NA,NA,0.0738,5.27,NA,1.071,100.69,70.96,23983522000,4.129e+09,40301998000
"KHC","Kraft Heinz Co","MANUFACTURING","CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",13.38,0.931,0.734,1.398,20.11,2.113,0.106,0.214,0.0386,0.0555,-0.041,1.896,NA,NA,NA,0.0529,1.6,NA,0.379,37.12,26.9,36124545000,6.467e+09,2.5846e+10
"SWKS","Skyworks Solutions Inc","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",21.35,2.328,1.687,2.758,9.7,2.535,0.13,0.171,0.0525,0.0834,-0.111,-0.306,NA,NA,NA,0.0417,2.76,NA,1.178,117.89,61.36,11155425000,964500000,4.045e+09
"SJM","JM Smucker Company","MANUFACTURING","CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES",NA,2.319,1.719,1.351,23,2.249,-0.0292,0.214,0.0552,-0.0355,-0.019,-0.026,NA,NA,NA,0.0387,4.3,NA,0.27,124.13,98.77,11871880000,2.212e+09,8.788e+09
"SO","Southern Company","ENERGY & TRANSPORTATION","ELECTRIC SERVICES",22.65,3.021,2.96,3.709,12.35,6.12,0.165,0.185,0.0337,0.118,0.049,-0.385,NA,NA,NA,0.0321,2.86,NA,0.446,93.48,65.27,99128779000,1.2944e+10,2.6724e+10
"GEHC","GE HealthCare Technologies Inc.","LIFE SCIENCES","X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS",18.89,2.137,4.41,1.905,11.93,2.224,0.101,0.167,0.0577,0.257,0.022,0.784,NA,NA,NA,0.0017,0.125,NA,1.315,94.8,74.43,37484716000,3.606e+09,19672001000
"VTRS","Viatris Inc","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS",NA,0.153,0.582,0.737,8.53,1.632,-0.043,0.128,0.0249,-0.0324,-0.081,-0.706,NA,NA,NA,0.0528,0.48,NA,0.916,13.38,8.66,10862580000,4483200000,14739300000
"TPL","Texas Pacific Land Trust","REAL ESTATE & CONSTRUCTION","OIL ROYALTY TRADERS",67.13,0,26.81,43.02,53.15,42.5,0.643,0.795,0.283,0.417,0.115,0.048,NA,NA,NA,0.0048,5.11,NA,1.718,1765.39,542.82,30364529000,569491000,705823000
"NFLX","Netflix Inc","TRADE & SERVICES","SERVICES-VIDEO TAPE RENTAL",46.25,1.662,15.87,10.07,15.15,10.22,0.223,0.222,0.127,0.384,0.16,1.018,NA,NA,NA,NA,NA,NA,1.377,1064.5,542.01,392680931000,10746528000,39000965000
"OKE","ONEOK Inc","ENERGY & TRANSPORTATION","NATURAL GAS TRANSMISISON & DISTRIBUTION",18.65,1.658,3.534,2.775,13.84,4.219,0.14,0.232,0.0584,0.161,0.337,0.336,NA,NA,NA,0.0427,4,NA,1.67,116.82,72.92,60205105000,6.196e+09,21698001000
"DOW","Dow Inc","LIFE SCIENCES","PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",23.55,0.396,1.473,0.607,7.73,0.955,0.026,0.0442,0.0243,0.065,-0.02,-0.286,NA,NA,NA,0.0757,2.8,NA,1.159,57.18,35.48,26092095000,5.071e+09,42964001000
"DG","Dollar General Corporation","TRADE & SERVICES","RETAIL-VARIETY STORES",15.46,2.331,2.372,0.428,12.7,0.84,0.0277,0.0286,0.0346,0.159,0.045,-0.522,NA,NA,NA,0.0295,2.36,NA,0.44,160.38,66.43,17378552000,2685777000,40612307000
"MOS","The Mosaic Company","LIFE SCIENCES","AGRICULTURAL CHEMICALS",47.09,3.139,0.715,0.738,7.88,1.113,0.0157,0.0355,0.0169,0.0168,-0.106,-0.522,NA,NA,NA,0.0351,0.85,NA,1.352,32.38,22.28,8208720000,1758200000,11122800000
"DAL","Delta Air Lines Inc","ENERGY & TRANSPORTATION","AIR TRANSPORTATION, SCHEDULED",8.77,39.29,1.975,0.49,6.3,0.809,0.0561,0.121,0.0505,0.262,0.094,-0.593,NA,NA,NA,0.0137,0.55,NA,1.343,69.81,37.09,30198723000,8.205e+09,61643002000
"PM","Philip Morris International Inc","MANUFACTURING","CIGARETTES",25.31,2.198,NA,6.23,17.49,7.27,0.186,0.278,0.13,0,0.073,0.493,NA,NA,NA,0.0359,5.3,NA,0.561,159.51,84.79,236152144000,1.5002e+10,37878002000
"MHK","Mohawk Industries Inc","MANUFACTURING","CARPETS & RUGS",14.04,0.932,0.947,0.66,6.84,0.841,0.0478,0.0627,0.0383,0.0682,0.01,-0.326,NA,NA,NA,NA,NA,NA,1.445,164.29,104.88,7153717000,1445200000,10836900000
"WDC","Western Digital Corporation","TECHNOLOGY","COMPUTER STORAGE DEVICES",12.87,490.33,1.278,0.993,8.04,1.333,0.0808,0.154,0.0618,0.108,-0.41,-0.959,NA,NA,NA,NA,NA,NA,1.457,61.64,39.42,15488602000,2.996e+09,1.5601e+10
"DGX","Quest Diagnostics Incorporated","LIFE SCIENCES","SERVICES-MEDICAL LABORATORIES",22.1,1.378,2.764,1.913,13.34,2.56,0.0882,0.14,0.0584,0.138,0.146,0.202,NA,NA,NA,0.019,3,NA,0.919,178.87,123.53,18884016000,1.903e+09,9.872e+09
"LEN","Lennar Corporation","REAL ESTATE & CONSTRUCTION","GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS",8.25,1.119,1.12,0.876,6.09,0.854,0.111,0.164,0.0791,0.145,-0.093,-0.157,NA,NA,NA,0.0172,2,NA,1.71,186.4,115.61,31030895000,5210138000,35441451000
"MCHP","Microchip Technology Inc","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",93.86,5.7,4.771,6.05,24.54,7.35,0.0649,0.0335,0.0252,0.0471,-0.419,-0.884,NA,NA,NA,0.034,1.811,NA,1.517,98.59,49.84,28773317000,1422100000,4756900000
"VST","Vistra Energy Corp","ENERGY & TRANSPORTATION","ELECTRIC SERVICES",17.81,0.731,13.64,2.449,8.75,3.532,0.154,0.142,0.0721,0.516,0.312,3.2,NA,NA,NA,0.0072,0.874,NA,1.232,199.84,60.25,42187461000,6.766e+09,17223999000
"EOG","EOG Resources Inc","ENERGY & TRANSPORTATION","CRUDE PETROLEUM & NATURAL GAS",11.02,66.45,2.285,2.924,5.22,2.783,0.273,0.285,0.111,0.223,-0.064,-0.348,NA,NA,NA,0.0322,3.705,NA,1.26,137.86,114.14,68642513000,1.2565e+10,2.3478e+10
"STE","STERIS plc","LIFE SCIENCES","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",36.38,5.08,3.406,4.125,17.37,4.45,0.0866,0.183,0.0559,0.0961,0.056,0.238,NA,NA,NA,0.0102,2.18,NA,0.92,247.59,196.38,22266579000,1421453000,5398371000
"SW","Smurfit WestRock plc","MANUFACTURING","PAPERBOARD CONTAINERS & BOXES",73.97,NA,1.542,1.686,20.33,2.421,0.0135,0.043,0.05,0.103,1.632,-0.505,NA,NA,NA,0.0434,1.982,NA,1.034,56.54,37.74,27703507000,2.173e+09,1.6432e+10
"DUK","Duke Energy Corporation","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED",21.07,3.021,1.899,3.116,11.95,5.9,0.151,0.287,0.0273,0.0908,0.027,0.196,NA,NA,NA,0.0354,4.14,NA,0.465,120.4,89.3,93268500000,1.4355e+10,2.9934e+10
"LIN","Linde plc Ordinary Shares","LIFE SCIENCES","INDUSTRIAL INORGANIC CHEMICALS",33.49,2.463,5.66,6.53,18.17,7.06,0.199,0.279,0.069,0.167,-0.002,0.139,NA,NA,NA,0.0132,5.56,NA,0.951,484.4,408.47,215411409000,1.2669e+10,33005001000
"PRU","Prudential Financial Inc","FINANCE","LIFE INSURANCE",14.47,0.644,1.378,0.545,NA,0.82,0.0387,-0.0118,0.0028,0.0949,-0.17,1.377,NA,NA,NA,0.0514,5.2,NA,1.259,128.97,100.99,38405460000,3.593e+09,70404997000
"ROP","Roper Technologies, Inc.","LIFE SCIENCES","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",39.67,2.93,3.24,8.68,22.58,9.75,0.22,0.28,0.042,0.0853,0.163,0.185,NA,NA,NA,0.0058,3.075,NA,1.056,595.17,499.47,61133206000,2809600000,7039200000
"UPS","United Parcel Service Inc","ENERGY & TRANSPORTATION","TRUCKING & COURIER SERVICES (NO AIR)",17.3,1.453,5.97,1.095,9.99,1.307,0.0635,0.0814,0.0711,0.34,0.015,0.07,NA,NA,NA,0.0562,6.52,NA,0.929,151.17,107.86,99733127000,1.162e+10,91069997000
"VRSN","VeriSign Inc","TECHNOLOGY","SERVICES-COMPUTER PROGRAMMING SERVICES",29.76,2.137,NA,14.48,20.94,15.25,0.504,0.667,0.419,0,0.039,-0.23,NA,NA,NA,NA,NA,NA,0.872,242.23,167.05,22547911000,1095100000,1557400000
"MCO","Moodys Corporation","TRADE & SERVICES","SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",39.68,2.272,22.55,11.34,24.55,12.01,0.29,0.37,0.124,0.572,0.13,0.171,NA,NA,NA,0.0084,3.4,NA,1.335,530.93,357.34,80381600000,3.412e+09,7.088e+09
"TXN","Texas Instruments Incorporated","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",33.86,1.68,9.35,10.26,21.74,10.48,0.307,0.349,0.0985,0.284,-0.017,-0.121,NA,NA,NA,0.0313,5.26,NA,0.965,218.77,154.78,160527729000,6.858e+09,1.5641e+10
"DELL","Dell Technologies Inc","TECHNOLOGY","ELECTRONIC COMPUTERS",15,0.734,4.39,0.699,14.06,0.917,0.048,0.0902,0.0482,0.443,0.072,0.356,NA,NA,NA,0.022,1.78,NA,0.899,177.73,86.28,66749440000,6.904e+09,95567004000
"KIM","Kimco Realty Corporation","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",37.42,3.187,1.313,6.86,17.32,10.74,0.202,0.317,0.0213,0.0408,0.163,0.06,NA,NA,NA,0.0497,0.97,NA,1.52,25.28,16.81,13983739000,1236016000,2037014000
"MTCH","Match Group Inc","TRADE & SERVICES","RETAIL-RETAIL STORES, NEC",15.32,0.396,10.97,2.227,11.17,3.054,0.158,0.295,0.119,0.499,-0.007,-0.267,NA,NA,NA,0.0246,0.19,NA,1.435,38.61,27.49,7748273000,984986000,3479373000
"PNW","Pinnacle West Capital Corp","ENERGY & TRANSPORTATION","ELECTRIC SERVICES",17.88,3.285,1.652,2.178,10.73,4.333,0.119,0.0884,0.0261,0.0953,0.105,-0.037,NA,NA,NA,0.039,3.535,NA,0.533,94.57,67.74,11160767000,2017117000,5124915000
"TROW","T. Rowe Price Group Inc","FINANCE","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",10.17,2.064,2.002,2.92,6.15,2.586,0.296,0.329,0.114,0.197,0.111,0.01,NA,NA,NA,0.0552,4.96,NA,1.482,122.8,90.33,20713867000,2824100000,7093600000
"NEM","Newmont Goldcorp Corp","ENERGY & TRANSPORTATION","GOLD AND SILVER ORES",16.17,0.787,1.741,2.789,7.63,3.075,0.179,0.409,0.0661,0.112,0.428,3.039,NA,NA,NA,0.0216,1,NA,0.556,58.03,32.54,52106011000,8.858e+09,18681999000
"KEYS","Keysight Technologies Inc","LIFE SCIENCES","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",43.44,1.045,5.07,5.24,22.1,5.23,0.122,0.176,0.0575,0.122,0.031,-0.01,NA,NA,NA,NA,NA,NA,1.099,186.2,119.72,26272457000,1.116e+09,5.018e+09
"MTB","M&T Bank Corporation","FINANCE","STATE COMMERCIAL BANKS",11.99,1.367,1.083,3.328,NA,4.858,0.298,0.421,0.0124,0.0925,0.082,0.41,NA,NA,NA,0.0308,5.35,NA,0.728,222.74,129.09,28847679000,NA,8.669e+09
"EXR","Extra Space Storage Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",35.98,3.672,2.196,9.62,18.83,13.36,0.256,0.429,0.0329,0.0595,0.033,0.143,NA,NA,NA,0.0448,6.48,NA,0.918,180.93,125.76,32093827000,2259747000,3337904000
"GILD","Gilead Sciences Inc","LIFE SCIENCES","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",285.74,0.233,7.18,4.827,34.71,5.35,0.0167,0.331,0.11,0.0229,0.064,0.248,NA,NA,NA,0.0279,3.08,NA,0.236,119.12,59.82,138781802000,1.3454e+10,2.8754e+10
"FSLR","First Solar Inc","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",11.02,0.257,1.778,3.373,7.02,3.117,0.307,0.302,0.0775,0.176,0.307,0.127,NA,NA,NA,NA,NA,NA,1.517,306.77,124.96,14186785000,1817233000,4206289000
"WFC","Wells Fargo & Company","FINANCE","NATIONAL COMMERCIAL BANKS",13.19,3.132,1.451,2.988,NA,5.33,0.253,0.293,0.0103,0.108,0.005,0.663,NA,NA,NA,0.0234,1.5,NA,1.156,81.3,49.24,232968258000,NA,77962002000
"WYNN","Wynn Resorts Limited","REAL ESTATE & CONSTRUCTION","HOTELS & MOTELS",19.81,1.65,13.94,1.286,9.5,2.654,0.0703,0.191,0.0535,-5.61,-0.001,-0.629,NA,NA,NA,0.012,1,NA,1.765,109.14,71.01,9169638000,1800322000,7127961000
"TDY","Teledyne Technologies Incorporated","MANUFACTURING","SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",28.54,0.98,2.359,4.059,18.78,4.326,0.144,0.19,0.0458,0.0874,0.054,-0.377,NA,NA,NA,NA,NA,NA,1.03,522.5,355.41,23016962000,1362300000,5.67e+09
"TSLA","Tesla Inc","MANUFACTURING","MOTOR VEHICLES & PASSENGER CAR BODIES",121.94,3.531,10.62,8.23,51.08,7.69,0.0726,0.0616,0.0419,0.104,0.021,-0.709,NA,NA,NA,NA,NA,NA,2.507,488.54,138.8,804065640000,1.3027e+10,97690001000
"XOM","Exxon Mobil Corp","ENERGY & TRANSPORTATION","PETROLEUM REFINING",14.27,4.672,1.841,1.426,6.88,1.486,0.0989,0.0852,0.0625,0.145,-0.02,-0.099,NA,NA,NA,0.0364,3.84,NA,0.802,124.2,103.67,485549769000,64293999000,340568015000
"PWR","Quanta Services Inc","REAL ESTATE & CONSTRUCTION","ELECTRICAL WORK",43.25,1.688,5.28,1.633,19.65,1.791,0.0382,0.0674,0.0466,0.136,0.133,0.436,NA,NA,NA,0.0016,0.37,NA,1.101,365.88,226.97,38651519000,2045370000,23672795000
"PKG","Packaging Corp of America","MANUFACTURING","PAPERBOARD CONTAINERS & BOXES",22.04,2.24,3.916,2.108,11.79,2.294,0.096,0.148,0.0826,0.192,0.107,0.164,NA,NA,NA,0.026,5,NA,0.792,249.44,165.94,17672876000,1.678e+09,8383300000
"OXY","Occidental Petroleum Corporation","ENERGY & TRANSPORTATION","CRUDE PETROLEUM & NATURAL GAS",20.59,0.83,1.65,1.635,6.02,2.842,0.116,0.122,0.0412,0.0893,-0.057,-0.18,NA,NA,NA,0.0211,0.88,NA,1.539,69.95,44.47,43699859000,1.2964e+10,26724999000
"EPAM","EPAM Systems Inc","TECHNOLOGY","SERVICES-COMPUTER PROGRAMMING SERVICES",23.31,1.631,2.824,2.199,13.58,1.93,0.0961,0.149,0.083,0.128,0.079,0.083,NA,NA,NA,NA,NA,NA,1.608,301.6,169.43,10395163000,692928000,4727940000
"KLAC","KLA-Tencor Corporation","LIFE SCIENCES","OPTICAL INSTRUMENTS & LENSES",29.98,1.254,25.26,8.73,21.02,8.56,0.296,0.404,0.177,0.968,0.237,0.439,NA,NA,NA,0.01,6.05,NA,1.291,890.2,608.03,94748434000,4543886000,10846957000
"LMT","Lockheed Martin Corporation","MANUFACTURING","GUIDED MISSILES & SPACE VEHICLES & PARTS",20.88,1.741,17.33,1.545,14.47,1.795,0.0751,0.0378,0.0831,0.81,-0.013,-0.707,NA,NA,NA,0.0283,12.75,NA,0.427,610.58,416.62,109729898000,8.394e+09,71042998000
"RTX","Raytheon Technologies Corp","MANUFACTURING","AIRCRAFT ENGINES & ENGINE PARTS",36.62,1.342,2.885,2.15,16.83,2.612,0.0591,0.103,0.0326,0.0813,0.085,0.049,NA,NA,NA,0.0195,2.48,NA,0.491,135.36,90.37,173548356000,1.2829e+10,80738001000
"WAB","Westinghouse Air Brake Technologies Corp","MANUFACTURING","RAILROAD EQUIPMENT",29.58,3.92,3.025,2.939,16.33,3.254,0.102,0.135,0.0552,0.103,0.023,0.02,NA,NA,NA,0.0056,0.8,NA,1.307,210.61,139.15,30528829000,2.116e+09,1.0387e+10
"O","Realty Income Corporation","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",57.85,5.07,1.301,9.57,17.76,14.58,0.163,0.44,0.023,0.024,0.245,-0.244,NA,NA,NA,0.0568,3.133,NA,1.012,63.37,48.12,50540044000,4759065000,5278935000
"NDAQ","Nasdaq Inc","FINANCE","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",37.96,1.472,3.709,5.69,20.57,6.84,0.151,0.276,0.04,0.101,0.233,0.7,NA,NA,NA,0.0133,0.94,NA,0.971,83.87,57.31,42135126000,2.617e+09,7.4e+09
"PSX","Phillips 66","ENERGY & TRANSPORTATION","PETROLEUM REFINING",25.4,0.731,1.822,0.361,11.41,0.477,0.0148,0.0058,0.0173,0.0724,-0.12,-0.999,NA,NA,NA,0.0376,4.5,NA,1.292,168.26,107.93,51667567000,4.161e+09,143153005000
"EXPD","Expeditors International of Washington, Inc.","ENERGY & TRANSPORTATION","ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO",20.13,3.04,7.15,1.499,13.89,1.445,0.0764,0.102,0.14,0.352,0.297,0.554,NA,NA,NA,0.0125,1.46,NA,0.995,130.8,108.36,15894385000,1102413000,10600515000
"WAT","Waters Corporation","LIFE SCIENCES","LABORATORY ANALYTICAL INSTRUMENTS",34.03,2.407,11.84,7.57,22.22,7.78,0.216,0.325,0.114,0.428,0.065,0.064,NA,NA,NA,NA,NA,NA,0.998,423.56,279.24,21651708000,1029351000,2958387000
"SWK","Stanley Black & Decker Inc","MANUFACTURING","CUTLERY, HANDTOOLS & GENERAL HARDWARE",42.84,1.368,1.435,0.814,13.88,1.201,0.0192,0.0635,0.0276,0.0322,-0.004,19,NA,NA,NA,0.0405,3.26,NA,1.254,108.8,75.61,12512942000,1545500000,15365700000
"PAYC","Paycom Soft","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",23.32,2.289,7.39,6.18,14.19,6.01,0.267,0.0627,0.0642,0.349,0.136,0.418,NA,NA,NA,0.0074,1.5,NA,1.141,242.31,138.71,11644591000,579600000,1883200000
"PPG","PPG Industries Inc","LIFE SCIENCES","PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",19.84,0.873,3.725,1.625,11.73,1.913,0.0704,0.121,0.0683,0.184,-0.143,0.117,NA,NA,NA,0.0244,2.66,NA,1.212,142.46,109.15,25754855000,2.736e+09,1.5845e+10
"EA","Electronic Arts Inc","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",35.3,1.805,4.877,4.92,17.99,4.756,0.143,0.201,0.0712,0.14,-0.032,0.037,NA,NA,NA,0.0055,0.76,NA,0.783,168.06,115.04,36150325000,1.896e+09,7.347e+09
"TFX","Teleflex Incorporated","LIFE SCIENCES","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS",92.42,0.929,1.492,2.095,18.1,2.576,0.0229,0.192,0.037,0.0161,0.028,-0.185,NA,NA,NA,0.0099,1.36,NA,1.208,248.84,128.23,6385131000,707032000,3047324000
"NOC","Northrop Grumman Corporation","MANUFACTURING","SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",17.1,3.03,4.591,1.711,11.75,2.006,0.102,0.158,0.0713,0.278,0.005,0.133,NA,NA,NA,0.0168,8.05,NA,0.302,550.76,413.34,70196527000,6.839e+09,41032999000
"VRSK","Verisk Analytics Inc","TECHNOLOGY","SERVICES-COMPUTER PROCESSING & DATA PREPARATION",43.33,3.833,404.25,14.05,26.17,15.07,0.333,0.43,0.183,0.445,0.086,0.239,NA,NA,NA,0.0062,1.56,NA,0.899,305.62,216.07,40480846000,1374200000,2881700000
"WDAY","Workday Inc","TECHNOLOGY","SERVICES-COMPUTER PROCESSING & DATA PREPARATION",125.22,1.035,7.19,7.69,55.93,7.14,0.0623,0.0719,0.0181,0.0615,0.15,-0.922,NA,NA,NA,NA,NA,NA,1.377,294,199.81,64949219000,8.25e+08,8.446e+09
"KR","Kroger Company","TRADE & SERVICES","RETAIL-GROCERY STORES",17.74,1.405,5.17,0.291,8.2,0.426,0.0181,0.0199,0.0548,0.269,-0.006,-0.882,NA,NA,NA,0.0197,1.25,NA,0.502,68.51,48.24,42835800000,7.764e+09,147122995000
"GEN","Gen Digital Inc.","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",26.5,0.658,7.54,4.27,11.96,6.12,0.164,0.424,0.0794,0.281,0.04,0.173,NA,NA,NA,0.019,0.5,NA,0.919,31.58,19.21,16658616000,2.209e+09,3.901e+09
"NXPI","NXP Semiconductors NV","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",21.19,1.01,5.55,4.145,13.3,4.662,0.199,0.248,0.0904,0.275,-0.091,-0.279,NA,NA,NA,0.0202,4.056,NA,1.476,293.44,198.21,52286300000,4.421e+09,1.2614e+10
"TT","Trane Technologies plc","LIFE SCIENCES","AUTO CONTROLS FOR REGULATING RESIDENTIAL & COMML ENVIRONMENTS",30.64,2.727,10.46,3.932,21.04,4.093,0.129,0.162,0.11,0.36,0.102,0.21,NA,NA,NA,0.0111,3.36,NA,1.298,419.99,283.51,78008410000,3804700000,19838200000
"PLTR","Palantir Technologies Inc. Class A Common Stock","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",453.89,2.857,37.32,70.59,531.44,63.43,0.161,0.0133,0.0357,0.108,0.36,-0.219,NA,NA,NA,NA,NA,NA,2.806,125.41,20.33,202263822000,341990000,2865507000
"SYF","Synchrony Financial","FINANCE","FINANCE SERVICES",6.24,1.607,1.35,2.208,NA,2.321,0.373,0.52,0.0295,0.23,0.208,0.82,NA,NA,NA,0.0187,1,NA,1.67,70.67,38.91,20735926000,NA,9.392e+09
"FRT","Federal Realty Investment Trust","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",28.12,4.019,2.736,6.88,15.61,10.68,0.245,0.348,0.0311,0.0915,0.07,-0.015,NA,NA,NA,0.0465,4.38,NA,1.293,116.93,93.11,8297550000,750755000,1205612000
"LRCX","Lam Research Corp","TECHNOLOGY","SPECIAL INDUSTRY MACHINERY, NEC",23.92,1.295,11.47,6.23,18.43,6.19,0.265,0.305,0.156,0.504,0.164,0.278,NA,NA,NA,0.0122,0.86,NA,1.541,111.97,68.45,101011210000,5185483000,16209089000
"PFE","Pfizer Inc","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS",18.24,0.606,1.654,2.293,10.43,2.971,0.126,0.159,0.0464,0.0906,0.219,-0.982,NA,NA,NA,0.0669,1.68,NA,0.543,30.55,23.71,145869701000,23321999000,63627002000
